종목명,종목코드,AI수급점수,매수후보,진입유형,스윙우선순위,기관동행점수,수급품질점수,주도주점수,수급흡수율,수급지속일수,종목체급,전략슬리브,거래대금활력,20일평균거래대금(억),진입코멘트,매도점검,테마,정배열,추세품질점수,MA5,MA10,MA20,순위,날짜
SK스퀘어,402340.0,15.0,관찰,주도눌림,36.36,1.82,4.0,85.07,-0.836,1,대형,주도대형,0.76,1665.9,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,보유/관찰,복합기업,True,100.0,304000.0,293700.0,293700.0,15,2025-12-03
SK하이닉스,660.0,15.0,관찰,주도눌림,35.87,0.04,0.0,91.5,-2.3454,0,대형,주도대형,0.73,22094.6,대형 주도주 조건 · 대형 주도주 눌림,수급훼손,반도체와반도체장비,True,100.0,544400.0,537700.0,537700.0,16,2025-12-03
신한지주,55550.0,10.0,관찰,주도눌림,32.97,3.62,16.0,72.45,-0.0607,3,대형,주도대형,1.05,906.1,대형 주도주 조건 · 대형 주도주 눌림,수급훼손,은행,True,100.0,79460.0,78380.0,78380.0,17,2025-12-03
LS ELECTRIC,10120.0,15.0,관찰,주도눌림,32.33,0.01,0.0,69.5,-1.8389,0,대형,주도대형,0.72,1013.0,대형 주도주 조건 · 대형 주도주 눌림,수급훼손,전기장비,True,100.0,92840.0,91850.0,91850.0,18,2025-12-03
삼성생명,32830.0,15.0,제외,회피,19.78,14.06,57.0,75.81,1.4499,4,대형,관찰,1.05,339.5,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 역배열/추세 훼손,매도/제외,생명보험,True,100.0,154400.0,150900.0,150900.0,19,2025-12-03
LG전자,66570.0,18.0,제외,회피,10.22,3.65,8.0,60.48,-7.8537,1,대형,관찰,0.99,399.5,연기금 10일 순매수 · 대형 주도주 조건 · 역배열/추세 훼손,매도/제외,전자제품,True,100.0,86620.0,86250.0,86250.0,20,2025-12-03
삼성바이오로직스,207940.0,15.0,제외,회피,0.0,5.24,0.0,39.17,-0.1736,1,대형,관찰,0.42,1976.0,역배열/추세 훼손,매도/제외,제약,False,40.0,1642000.0,1687099.8,1687099.8,21,2025-12-03
HD한국조선해양,9540.0,13.0,제외,회피,0.0,4.68,10.21,43.63,0.0202,2,대형,관찰,0.89,765.1,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,조선,False,60.0,415200.0,421150.0,421150.0,22,2025-12-03
한화에어로스페이스,12450.0,13.0,제외,회피,0.0,7.24,24.86,68.38,0.1853,2,대형,관찰,1.13,1979.5,대형 주도주 조건 · 역배열/추세 훼손,매도/제외,우주항공과국방,False,60.0,843600.0,858800.0,858800.0,23,2025-12-03
효성중공업,298040.0,13.0,제외,회피,0.0,3.29,8.0,33.48,-1.01,1,대형,관찰,0.95,1089.8,역배열/추세 훼손,매도/제외,전기장비,False,40.0,1892600.0,1919600.0,1919600.0,24,2025-12-03
KB금융,105560.0,25.0,신규후보,주도눌림,59.5,22.65,50.0,82.81,0.4319,4,대형,주도대형,1.05,1187.5,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,보유/관찰,은행,True,100.0,128720.0,125450.0,125063.64,1,2025-12-04
현대차,5380.0,36.0,신규후보,주도눌림,58.69,13.5,8.0,86.48,-3.9138,0,대형,주도대형,1.41,1788.7,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,보유/관찰,자동차,True,100.0,266400.0,262950.0,262863.64,2,2025-12-04
삼성전자우,5935.0,25.0,관찰,주도눌림,58.12,19.87,13.66,88.95,0.0653,2,대형,주도대형,0.83,1836.0,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,보유/관찰,반도체와반도체장비,True,100.0,77260.0,76040.0,76000.0,3,2025-12-04
삼성물산,28260.0,15.0,관찰,주도눌림,45.38,12.96,53.3,82.28,0.4739,4,대형,주도대형,1.01,1044.0,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,보유/관찰,복합기업,True,100.0,232400.0,229200.0,228727.27,4,2025-12-04
기아,270.0,28.0,관찰,주도눌림,43.13,3.24,4.0,72.74,-1.4765,0,대형,주도대형,1.14,960.9,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,보유/관찰,자동차,True,100.0,116460.0,114580.0,114472.73,5,2025-12-04
삼성전자,5930.0,19.0,신규후보,주도눌림,42.86,5.46,4.0,91.9,-1.9361,1,대형,주도대형,0.75,18143.0,대형 주도주 조건 · 대형 주도주 눌림,보유/관찰,반도체와반도체장비,True,100.0,102860.0,101140.0,101090.91,6,2025-12-04
SK스퀘어,402340.0,15.0,관찰,주도눌림,36.35,1.81,4.0,85.07,-0.8498,1,대형,주도대형,0.76,1638.8,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,보유/관찰,복합기업,True,100.0,306300.0,295600.0,295409.09,7,2025-12-04
신한지주,55550.0,11.0,관찰,주도눌림,34.71,5.11,16.0,71.79,-0.061,3,대형,주도대형,1.14,901.6,대형 주도주 조건 · 대형 주도주 눌림,수급훼손,은행,True,100.0,79540.0,78580.0,78409.09,8,2025-12-04
현대모비스,12330.0,26.0,관찰,과열주의,34.56,12.98,8.0,65.31,-4.6354,0,대형,관찰,1.48,781.0,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 이격/RSI 과열,익절/추격주의,자동차부품,True,100.0,319400.0,308250.0,307136.36,9,2025-12-04
삼성전기,9150.0,9.0,관찰,주도돌파,32.89,4.8,0.0,78.67,-1.547,0,대형,주도대형,0.82,1660.5,대형 주도주 조건 · 대형 주도주 돌파,수급훼손,전자장비와기기,True,100.0,255800.0,247600.0,244954.55,10,2025-12-04
하나금융지주,86790.0,10.0,관찰,주도눌림,31.32,3.39,12.0,63.38,-0.4478,2,대형,주도대형,0.91,692.0,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,보유/관찰,은행,True,100.0,95100.0,93300.0,93172.73,11,2025-12-04
삼성생명,32830.0,15.0,제외,회피,19.78,14.06,57.0,75.81,1.3788,4,대형,관찰,1.17,357.0,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 역배열/추세 훼손,매도/제외,생명보험,True,100.0,155120.0,151850.0,151454.55,12,2025-12-04
SK,34730.0,16.0,관찰,관찰,14.21,12.99,55.8,56.97,0.7337,4,대형,관찰,1.15,587.5,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 정배열 확인 전,추세훼손,석유와가스,False,80.0,262000.0,256250.0,256909.09,13,2025-12-04
두산에너빌리티,34020.0,19.0,관찰,관찰,11.05,4.58,0.0,71.0,-0.6411,0,대형,관찰,0.89,2626.7,대형 주도주 조건 · 정배열 확인 전,수급훼손,기계,False,80.0,76780.0,75830.0,76000.0,14,2025-12-04
LG전자,66570.0,20.0,관찰,관찰,7.34,5.28,8.0,40.48,-6.0971,1,대형,관찰,1.23,514.6,연기금 10일 순매수 · 정배열 확인 전,추세훼손,전자제품,False,80.0,88500.0,87000.0,87027.27,15,2025-12-04
LS ELECTRIC,10120.0,17.0,관찰,관찰,4.53,1.51,0.0,53.83,-1.8684,0,대형,관찰,0.71,997.0,정배열 확인 전,수급훼손,전기장비,False,80.0,93620.0,91460.0,92345.45,16,2025-12-04
SK하이닉스,660.0,10.0,관찰,관찰,2.84,0.03,0.0,76.5,-2.4109,0,대형,관찰,0.71,21494.4,대형 주도주 조건 · 정배열 확인 전,수급훼손,반도체와반도체장비,False,80.0,544000.0,534800.0,538090.91,17,2025-12-04
HD현대일렉트릭,267260.0,10.0,관찰,관찰,0.86,0.92,4.0,59.4,-0.4203,0,대형,관찰,0.99,1193.5,정배열 확인 전,수급훼손,전기장비,False,80.0,784000.0,779600.0,782818.18,18,2025-12-04
HD한국조선해양,9540.0,13.0,제외,회피,0.0,7.07,14.25,21.54,0.021,2,대형,관찰,0.93,735.0,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,조선,False,20.0,413600.0,419700.0,420954.55,19,2025-12-04
한화에어로스페이스,12450.0,13.0,제외,회피,0.0,8.84,25.33,46.45,0.1946,2,대형,관찰,1.1,1885.4,기관 동행 · 역배열/추세 훼손,매도/제외,우주항공과국방,False,20.0,842000.0,852700.0,858454.55,20,2025-12-04
삼성바이오로직스,207940.0,11.0,제외,회피,0.0,0.73,0.0,41.17,-0.1855,1,대형,관찰,0.39,1849.4,역배열/추세 훼손,매도/제외,제약,False,20.0,1648800.0,1675399.9,1686454.36,21,2025-12-04
미래에셋증권,6800.0,10.0,관찰,관찰,0.0,0.89,4.0,44.9,-1.4543,0,대형,관찰,0.94,695.0,정배열 확인 전,수급훼손,증권,False,60.0,21814.8,21665.5,21709.82,22,2025-12-04
NAVER,35420.0,10.0,제외,회피,0.0,1.08,4.0,28.74,-0.1768,1,대형,관찰,0.7,2784.5,역배열/추세 훼손,매도/제외,양방향미디어와서비스,False,20.0,244700.0,251500.0,252000.0,23,2025-12-04
POSCO홀딩스,5490.0,10.0,제외,회피,0.0,0.84,2.0,23.12,-0.1187,3,대형,관찰,0.65,795.9,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,철강,False,20.0,308500.0,308700.0,309863.64,24,2025-12-04
KB금융,105560.0,25.0,신규후보,주도눌림,60.65,23.91,48.68,83.29,0.4295,4,대형,주도대형,1.11,1194.3,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,보유/관찰,은행,True,100.0,129900.0,126470.0,125533.33,1,2025-12-05
삼성전자우,5935.0,25.0,신규후보,주도눌림,59.47,21.46,13.66,88.95,0.0653,2,대형,주도대형,0.82,1837.8,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,보유/관찰,반도체와반도체장비,True,100.0,78280.0,76820.0,76341.67,2,2025-12-05
삼성물산,28260.0,17.0,신규후보,주도눌림,47.63,14.6,53.92,80.37,0.4864,4,대형,주도대형,1.07,1017.3,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,보유/관찰,복합기업,True,100.0,236200.0,232000.0,230000.0,3,2025-12-05
기아,270.0,28.0,관찰,주도눌림,45.63,5.69,8.0,75.31,-1.2963,0,대형,주도대형,1.34,1094.5,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,보유/관찰,자동차,True,100.0,118360.0,115540.0,115233.33,4,2025-12-05
두산에너빌리티,34020.0,21.0,관찰,주도눌림,44.48,7.0,4.0,86.57,-0.6323,0,대형,주도대형,0.99,2663.3,대형 주도주 조건 · 대형 주도주 눌림,수급훼손,기계,True,100.0,77580.0,76560.0,76366.67,5,2025-12-05
SK,34730.0,17.0,관찰,주도눌림,43.97,12.11,51.8,70.73,0.7659,4,대형,주도대형,0.85,562.8,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,보유/관찰,석유와가스,True,100.0,261700.0,257750.0,257500.0,6,2025-12-05
현대차,5380.0,27.0,관찰,과열주의,38.99,15.4,8.0,76.48,-2.6303,0,대형,관찰,1.77,2661.5,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 이격/RSI 과열,익절/추격주의,자동차,True,100.0,277100.0,268500.0,267208.33,7,2025-12-05
삼성전기,9150.0,17.0,관찰,주도눌림,37.24,1.76,0.0,83.67,-1.597,0,대형,주도대형,0.81,1608.6,대형 주도주 조건 · 대형 주도주 눌림,수급훼손,전자장비와기기,True,100.0,258200.0,252150.0,246458.33,8,2025-12-05
삼성전자,5930.0,15.0,관찰,주도눌림,36.72,0.96,4.0,91.9,-1.9075,1,대형,주도대형,0.81,18415.7,대형 주도주 조건 · 대형 주도주 눌림,보유/관찰,반도체와반도체장비,True,100.0,104440.0,102500.0,101700.0,9,2025-12-05
SK스퀘어,402340.0,15.0,관찰,주도눌림,36.34,1.8,4.0,85.07,-0.8711,1,대형,주도대형,0.78,1598.8,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,보유/관찰,복합기업,True,100.0,307100.0,299200.0,295958.33,10,2025-12-05
신한지주,55550.0,15.0,관찰,주도눌림,35.62,3.58,16.0,71.12,-0.0628,3,대형,주도대형,1.12,876.1,대형 주도주 조건 · 대형 주도주 눌림,수급훼손,은행,True,100.0,79980.0,78900.0,78558.33,11,2025-12-05
현대모비스,12330.0,26.0,관찰,과열주의,35.18,14.77,8.0,59.64,-4.007,0,대형,관찰,1.59,903.5,연기금 10일 순매수 · 기관 동행 · 이격/RSI 과열,익절/추격주의,자동차부품,True,100.0,330000.0,314900.0,311750.0,12,2025-12-05
HD현대일렉트릭,267260.0,15.0,관찰,주도눌림,33.8,0.94,4.0,73.74,-0.4228,0,대형,주도대형,1.02,1186.4,대형 주도주 조건 · 대형 주도주 눌림,수급훼손,전기장비,True,100.0,795400.0,787700.0,786916.67,13,2025-12-05
하나금융지주,86790.0,10.0,관찰,주도눌림,30.37,2.5,8.0,62.14,-0.4635,2,대형,주도대형,0.89,668.6,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,보유/관찰,은행,True,100.0,95480.0,93720.0,93341.67,14,2025-12-05
LG전자,66570.0,22.0,관찰,과열주의,26.67,7.79,12.0,58.05,-4.4669,1,대형,관찰,1.61,702.4,연기금 10일 순매수 · 이격/RSI 과열,익절/추격주의,전자제품,True,100.0,91320.0,88330.0,88083.33,15,2025-12-05
삼성생명,32830.0,16.0,제외,회피,20.36,14.06,57.0,75.81,1.3707,4,대형,관찰,1.11,359.1,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 역배열/추세 훼손,매도/제외,생명보험,True,100.0,156180.0,153030.0,152016.67,16,2025-12-05
삼성SDI,6400.0,15.0,제외,회피,14.25,7.37,33.5,76.79,0.31,3,대형,관찰,0.86,1038.9,거래대금 대비 수급 양호 · 대형 주도주 조건 · 역배열/추세 훼손,매도/제외,전기제품,True,100.0,303800.0,299150.0,298500.0,17,2025-12-05
LS ELECTRIC,10120.0,19.0,관찰,관찰,6.18,3.02,0.0,48.83,-1.8229,0,대형,관찰,0.85,1021.9,정배열 확인 전,수급훼손,전기장비,False,80.0,95820.0,92940.0,93233.33,18,2025-12-05
미래에셋증권,6800.0,10.0,제외,회피,3.83,0.88,4.0,64.24,-1.4859,0,대형,관찰,0.97,680.2,대형 주도주 조건 · 역배열/추세 훼손,매도/제외,증권,True,100.0,21814.8,21735.2,21713.58,19,2025-12-05
POSCO홀딩스,5490.0,12.0,관찰,관찰,3.75,4.56,12.0,50.88,-0.1199,3,대형,관찰,0.67,788.4,연기금 10일 순매수 · 정배열 확인 전,추세훼손,철강,False,80.0,308800.0,308750.0,309958.33,20,2025-12-05
SK하이닉스,660.0,10.0,관찰,관찰,2.84,0.03,0.0,76.5,-2.4495,0,대형,관찰,0.75,21156.1,대형 주도주 조건 · 정배열 확인 전,수급훼손,반도체와반도체장비,False,80.0,546800.0,537100.0,538583.33,21,2025-12-05
효성중공업,298040.0,29.0,제외,회피,0.0,3.32,8.0,34.14,-0.9743,1,대형,관찰,1.06,1129.7,역배열/추세 훼손,매도/제외,전기장비,False,40.0,1884400.0,1912600.0,1921333.33,22,2025-12-05
한화에어로스페이스,12450.0,20.0,제외,회피,0.0,10.37,25.4,50.8,0.196,2,대형,관찰,1.12,1871.6,기관 동행 · 역배열/추세 훼손,매도/제외,우주항공과국방,False,40.0,850600.0,855300.0,861500.0,23,2025-12-05
HD한국조선해양,9540.0,15.0,제외,회피,0.0,3.2,10.28,25.97,0.0216,2,대형,관찰,0.85,715.3,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,조선,False,40.0,418000.0,420900.0,421875.0,24,2025-12-05
삼성전자우,5935.0,25.0,신규후보,주도눌림,60.79,23.01,13.74,88.96,0.0668,2,대형,주도대형,0.86,1795.5,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,보유/관찰,반도체와반도체장비,True,100.0,79120.0,77610.0,76661.54,1,2025-12-08
SK,34730.0,19.0,신규후보,주도눌림,46.42,13.63,51.8,70.73,0.7736,4,대형,주도대형,0.81,557.2,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,보유/관찰,석유와가스,True,100.0,264800.0,259650.0,258346.15,2,2025-12-08
삼성물산,28260.0,9.0,신규후보,주도돌파,42.01,16.04,53.54,75.98,0.4787,4,대형,주도대형,1.19,1033.5,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,보유/관찰,복합기업,True,100.0,241200.0,235350.0,231653.85,3,2025-12-08
KB금융,105560.0,10.0,관찰,주도눌림,41.99,12.16,49.9,83.46,0.4301,4,대형,주도대형,1.14,1192.7,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,보유/관찰,은행,True,100.0,130220.0,127230.0,125715.38,4,2025-12-08
두산에너빌리티,34020.0,20.0,관찰,주도눌림,38.78,0.98,4.0,86.57,-0.6008,0,대형,주도대형,1.14,2802.7,대형 주도주 조건 · 대형 주도주 눌림,수급훼손,기계,True,100.0,77960.0,76990.0,76400.0,5,2025-12-08
SK하이닉스,660.0,17.0,관찰,주도눌림,38.31,1.54,0.0,91.5,-2.4179,0,대형,주도대형,0.81,21432.1,대형 주도주 조건 · 대형 주도주 눌림,수급훼손,반도체와반도체장비,True,100.0,554600.0,542800.0,541538.46,6,2025-12-08
삼성전자,5930.0,16.0,관찰,주도눌림,37.3,0.96,4.0,91.9,-1.9188,1,대형,주도대형,0.88,18307.0,대형 주도주 조건 · 대형 주도주 눌림,보유/관찰,반도체와반도체장비,True,100.0,106180.0,103780.0,102300.0,7,2025-12-08
삼성전기,9150.0,17.0,관찰,주도눌림,37.0,1.73,0.0,82.33,-1.652,0,대형,주도대형,0.79,1555.0,대형 주도주 조건 · 대형 주도주 눌림,수급훼손,전자장비와기기,True,100.0,260600.0,255750.0,247653.85,8,2025-12-08
HD현대일렉트릭,267260.0,16.0,관찰,주도눌림,35.67,2.46,4.0,73.74,-0.4286,0,대형,주도대형,0.98,1170.3,대형 주도주 조건 · 대형 주도주 눌림,수급훼손,전기장비,True,100.0,814600.0,796900.0,791153.85,9,2025-12-08
현대차,5380.0,17.0,관찰,과열주의,34.69,16.92,8.0,77.81,-2.3965,0,대형,관찰,1.93,2921.2,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 이격/RSI 과열,익절/추격주의,자동차,True,100.0,289300.0,274300.0,270923.08,10,2025-12-08
기아,270.0,10.0,관찰,주도돌파,34.44,7.27,8.0,71.64,-1.2317,0,대형,주도대형,1.46,1151.9,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 돌파,보유/관찰,자동차,True,100.0,121020.0,116990.0,116030.77,11,2025-12-08
현대모비스,12330.0,17.0,관찰,과열주의,31.3,16.35,8.0,59.64,-3.8604,0,대형,관찰,1.72,937.8,연기금 10일 순매수 · 기관 동행 · 이격/RSI 과열,익절/추격주의,자동차부품,True,100.0,341800.0,321800.0,315653.85,12,2025-12-08
SK스퀘어,402340.0,7.0,관찰,주도돌파,30.8,3.32,4.0,80.74,-0.8682,1,대형,주도대형,0.83,1604.1,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 돌파,보유/관찰,복합기업,True,100.0,311100.0,303800.0,297961.54,13,2025-12-08
하나금융지주,86790.0,10.0,관찰,주도눌림,30.36,2.49,8.0,62.14,-0.4787,2,대형,주도대형,0.88,647.3,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,보유/관찰,은행,True,100.0,95400.0,94170.0,93392.31,14,2025-12-08
LG전자,66570.0,5.0,관찰,주도돌파,26.06,3.26,12.0,58.71,-4.4067,1,대형,주도대형,1.72,712.0,연기금 10일 순매수 · 대형 주도주 돌파,보유/관찰,전자제품,True,100.0,93660.0,89640.0,88776.92,15,2025-12-08
LS ELECTRIC,10120.0,6.0,관찰,주도돌파,24.6,0.02,0.0,63.17,-1.8471,0,대형,주도대형,0.89,1008.5,대형 주도주 조건 · 대형 주도주 돌파,수급훼손,전기장비,True,100.0,98820.0,94580.0,94030.77,16,2025-12-08
삼성SDI,6400.0,25.0,제외,회피,20.77,8.12,36.89,77.27,0.2978,3,대형,관찰,0.98,1081.5,거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 역배열/추세 훼손,매도/제외,전기제품,True,100.0,306800.0,302450.0,299692.31,17,2025-12-08
삼성생명,32830.0,16.0,제외,회피,20.36,14.06,57.0,75.81,1.3992,4,대형,관찰,1.15,351.8,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 역배열/추세 훼손,매도/제외,생명보험,True,100.0,156580.0,154130.0,152307.69,18,2025-12-08
POSCO홀딩스,5490.0,29.0,관찰,관찰,14.91,6.08,12.0,50.88,-0.1177,3,대형,관찰,0.79,802.7,연기금 10일 순매수 · 정배열 확인 전,추세훼손,철강,False,80.0,310800.0,310400.0,310653.85,19,2025-12-08
미래에셋증권,6800.0,10.0,제외,회피,3.83,0.88,4.0,64.24,-1.5296,0,대형,관찰,0.97,660.8,대형 주도주 조건 · 역배열/추세 훼손,매도/제외,증권,True,100.0,21814.8,21804.9,21720.62,20,2025-12-08
신한지주,55550.0,10.0,관찰,관찰,2.57,3.54,16.0,56.12,-0.0631,3,대형,관찰,1.12,871.7,정배열 확인 전,수급훼손,은행,False,80.0,79640.0,79070.0,78515.38,21,2025-12-08
LG에너지솔루션,373220.0,29.0,제외,회피,0.0,4.76,8.0,68.31,-0.1998,1,대형,관찰,1.03,1533.3,대형 주도주 조건 · 역배열/추세 훼손,매도/제외,전기제품,False,80.0,424100.0,422850.0,423615.38,22,2025-12-08
한화오션,42660.0,23.0,제외,회피,0.0,12.73,40.32,43.26,0.4223,3,대형,관찰,0.83,1562.3,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 역배열/추세 훼손,매도/제외,조선,False,40.0,108660.0,109350.0,112084.62,23,2025-12-08
효성중공업,298040.0,18.0,제외,회피,0.0,4.81,8.0,33.48,-0.9697,1,대형,관찰,1.01,1135.1,역배열/추세 훼손,매도/제외,전기장비,False,40.0,1920600.0,1921000.0,1926384.62,24,2025-12-08
SK,34730.0,21.0,신규후보,주도눌림,48.89,15.17,51.8,70.73,0.7748,4,대형,주도대형,0.87,556.3,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,보유/관찰,석유와가스,True,100.0,267500.0,261950.0,259321.43,1,2025-12-09
KB금융,105560.0,10.0,관찰,주도눌림,41.95,12.12,49.78,83.44,0.4276,4,대형,주도대형,1.05,1199.7,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,보유/관찰,은행,True,100.0,129020.0,127660.0,125735.71,2,2025-12-09
SK스퀘어,402340.0,19.0,관찰,주도눌림,41.34,4.83,4.0,85.74,-0.8732,1,대형,주도대형,0.82,1594.9,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,보유/관찰,복합기업,True,100.0,314000.0,307050.0,299750.0,3,2025-12-09
삼성전자우,5935.0,16.0,관찰,주도눌림,39.02,3.53,13.76,88.97,0.0671,2,대형,주도대형,0.86,1786.2,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,보유/관찰,반도체와반도체장비,True,100.0,79740.0,78220.0,76971.43,4,2025-12-09
삼성물산,28260.0,6.0,관찰,주도돌파,38.64,14.0,57.88,76.6,0.4855,4,대형,주도대형,1.27,1019.1,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,보유/관찰,복합기업,True,100.0,246700.0,237700.0,233107.14,5,2025-12-09
삼성전자,5930.0,16.0,관찰,주도눌림,38.58,2.46,4.0,91.9,-1.9452,1,대형,주도대형,0.9,18058.0,대형 주도주 조건 · 대형 주도주 눌림,보유/관찰,반도체와반도체장비,True,100.0,107180.0,104690.0,102735.71,6,2025-12-09
HD현대일렉트릭,267260.0,18.0,관찰,주도눌림,38.02,3.99,4.0,73.07,-0.437,0,대형,주도대형,0.94,1148.0,대형 주도주 조건 · 대형 주도주 눌림,수급훼손,전기장비,True,100.0,828000.0,803700.0,795214.29,7,2025-12-09
기아,270.0,16.0,관찰,주도눌림,36.51,2.78,8.0,77.31,-1.2283,0,대형,주도대형,1.46,1155.1,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,보유/관찰,자동차,True,100.0,122380.0,118250.0,116585.71,8,2025-12-09
SK하이닉스,660.0,16.0,관찰,주도눌림,36.45,0.04,0.0,91.5,-2.4833,0,대형,주도대형,0.82,20868.0,대형 주도주 조건 · 대형 주도주 눌림,수급훼손,반도체와반도체장비,True,100.0,556200.0,547500.0,543285.71,9,2025-12-09
LG전자,66570.0,15.0,관찰,주도눌림,34.05,3.25,12.0,63.05,-4.4297,1,대형,주도대형,1.82,708.3,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,보유/관찰,전자제품,True,100.0,95320.0,90670.0,89257.14,10,2025-12-09
두산에너빌리티,34020.0,10.0,관찰,주도눌림,32.98,0.97,4.0,86.57,-0.6118,0,대형,주도대형,1.15,2752.6,대형 주도주 조건 · 대형 주도주 눌림,수급훼손,기계,True,100.0,78300.0,77310.0,76421.43,11,2025-12-09
LS ELECTRIC,10120.0,15.0,관찰,주도눌림,32.12,0.01,0.0,68.17,-1.8793,0,대형,주도대형,0.88,991.2,대형 주도주 조건 · 대형 주도주 눌림,수급훼손,전기장비,True,100.0,99600.0,95620.0,94342.86,12,2025-12-09
삼성전기,9150.0,9.0,관찰,주도돌파,31.46,3.25,0.0,78.0,-1.6529,0,대형,주도대형,0.84,1554.2,대형 주도주 조건 · 대형 주도주 돌파,수급훼손,전자장비와기기,True,100.0,264100.0,258550.0,249214.29,13,2025-12-09
POSCO홀딩스,5490.0,10.0,관찰,주도눌림,31.42,3.04,12.0,65.88,-0.1183,3,대형,주도대형,0.87,798.8,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,보유/관찰,철강,True,100.0,312000.0,311800.0,310964.29,14,2025-12-09
삼성생명,32830.0,17.0,제외,회피,20.95,14.07,57.0,75.81,1.4076,4,대형,관찰,1.12,349.7,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 역배열/추세 훼손,매도/제외,생명보험,True,100.0,157000.0,155210.0,152678.57,15,2025-12-09
현대차,5380.0,7.0,관찰,과열주의,18.51,3.39,8.0,84.81,-2.3474,0,대형,관찰,1.95,2982.2,연기금 10일 순매수 · 대형 주도주 조건 · 이격/RSI 과열,익절/추격주의,자동차,True,100.0,297500.0,279250.0,273500.0,16,2025-12-09
한화오션,42660.0,19.0,관찰,관찰,18.27,14.27,40.48,64.62,0.4256,3,대형,관찰,0.8,1550.5,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 정배열 확인 전,추세훼손,조선,False,80.0,110480.0,109570.0,112307.14,17,2025-12-09
